x,y,color
516.0127058374305,393.0145138520169,0.0
436.2117622061974,408.6565848615271,0.0
512.0526012254161,372.0220135747829,0.0
489.14046445291086,401.807159361874,0.0
446.2079858903369,338.51668220520173,0.0
516.4143942778024,354.1946331968146,0.0
499.3863530910276,414.4322960626925,0.0
489.3139371365318,408.0665956441866,0.0
440.109392441973,394.8216765898479,0.0
444.11917081057294,367.8503050817562,0.0
430.8531366725509,364.0463180839984,0.0
462.7448850995777,411.3374508188923,0.0
525.3908350451038,344.2468508670495,0.0
489.9870399131361,366.0804550055338,0.0
513.9066881477629,378.0179972669434,0.0
485.21289498432367,347.673839725019,0.0
529.1200550018825,359.84631868236875,0.0
518.6871304146838,382.7215566260512,0.0
464.5499943146487,317.7993655113554,0.0
489.1362872670943,322.4817914341174,0.0
517.0391004885062,359.4994999223177,0.0
501.9240839540738,406.5793762715041,0.0
517.3271821345925,407.1939073439193,0.0
482.4187002840496,402.33768729635705,0.0
502.8058242376279,348.77041753702235,0.0
493.3914849365044,396.1919795350139,0.0
494.22509256238783,320.368705092404,0.0
506.7176077203823,321.3100159254086,0.0
477.9060080391279,376.6104354134343,0.0
475.771004097141,385.6888465376866,0.0
526.3674862236835,385.9015929399979,0.0
458.4423104375233,412.261105877638,0.0
541.4330242004786,349.1140023810797,0.0
478.2167531649855,375.6246256503273,0.0
460.5624525545353,391.5014153126483,0.0
530.4595983504676,400.3740378105998,0.0
522.9458640963958,366.8870077499869,0.0
482.9750995275161,385.9668065301351,0.0
494.3666172453304,412.2156095583674,0.0
539.5281301575852,428.9401959582916,0.0
488.60950050767445,352.89084234054184,0.0
463.16180965703126,433.6460556303463,0.0
515.9308340787504,365.3147131318315,0.0
510.5066111387522,356.9058435651109,0.0
468.1945531925545,436.0717678887411,0.0
482.6366921116205,416.6518975190995,0.0
491.78742936158426,377.3912060783781,0.0
479.6792213058776,391.9782905542252,0.0
507.01105176004125,413.9866409759064,0.0
416.820261141392,406.402981190038,0.0
493.32631351968,447.4476280589422,0.0
425.0833565281501,391.5358348606207,0.0
419.75094943037743,357.6073209515328,0.0
484.46170119270016,387.1707757309418,0.0
440.6937746274516,444.2206921137569,0.0
453.830522583607,372.82754811626313,0.0
475.2397225219906,389.9782812999484,0.0
426.0135612814879,399.3393721795573,0.0
489.3020772749018,368.9034250325072,0.0
478.5477776647141,372.17896700243966,0.0
479.817523551656,439.275668632536,0.0
467.82515549503125,410.9771353211124,0.0
468.5219092734805,423.1356145837607,0.0
475.7890888691272,405.97523323843785,0.0
422.0058413301871,410.991016089102,0.0
494.8695769173755,376.3584621615373,0.0
449.8698888038798,358.945933298645,0.0
457.4432052785545,381.6507837873928,0.0
477.4318863793024,422.18446862285066,0.0
450.9193085667017,399.8004119430752,0.0
510.80755270802297,348.37708200254747,0.0
483.18168623591407,427.3981309179261,0.0
420.6607637305068,428.1641889892514,0.0
506.81984389708447,425.4232887176487,0.0
434.5232340233285,344.23906955889134,0.0
430.3840143562126,333.05792062511136,0.0
505.04316766511073,356.39280942874194,0.0
463.7004461126386,421.1900350557969,0.0
437.57937543893286,330.1355365537735,0.0
428.19664663586354,383.6569880957447,0.0
511.13328518809874,340.99572017129753,0.0
440.2125937495669,328.19652877046383,0.0
478.8221441081133,354.23415935681254,0.0
488.4427715343118,381.5068799616504,0.0
507.3279019594129,371.7424803973176,0.0
506.694840006331,399.8196376495654,0.0
424.3229850526607,408.25753547031263,0.0
509.2539397556102,402.5540713808928,0.0
493.1196807512771,388.9357321733259,0.0
505.8126816314027,364.09880121781,0.0
474.4914726890311,382.8801592302718,0.0
497.941882885065,350.3835043024707,0.0
420.05975576838654,368.2888401954556,0.0
430.27355371638447,424.91005031728207,0.0
464.95921547093343,383.7617359861251,0.0
502.6855027674245,345.0661246971393,0.0
448.1928585520296,396.9329546584749,0.0
419.6696076609214,378.3182830076566,0.0
468.51479859328816,428.3690765829806,0.0
497.1036200101084,413.680144515699,0.0
448.2154016942574,395.2008223447426,0.0
429.46271371221553,406.0475222811771,0.0
455.0539822559839,394.1376707252634,0.0
502.83169476597726,359.3735911062815,0.0
475.4035956724331,374.71180418920176,0.0
476.9640019263925,384.1563957590036,0.0
481.5396021055845,363.0793818732333,0.0
511.6105559961915,365.13956267474896,0.0
469.4879876415907,353.45734096729365,0.0
517.0349677879333,426.9829264224723,0.0
504.7570571547749,400.09382134327313,0.0
502.279648229556,396.6139289163111,0.0
443.6691902572415,395.7205349682501,0.0
515.4117036221138,378.6268694805024,0.0
514.3296181135647,335.6531661428575,0.0
429.8885106462798,409.4434441809215,0.0
641.5721022469156,230.0060801936443,1.0
579.9098990775475,252.96214461445996,1.0
580.2409893857133,221.75164889722575,1.0
648.7161821674475,229.6286010352158,1.0
589.4281086190438,273.58952641107385,1.0
656.6638121906431,298.76043664604407,1.0
589.0447238789482,308.37399183156015,1.0
653.8047746029317,297.0234901509882,1.0
638.60840990082,274.39772113370566,1.0
620.5486317097244,221.19646535484225,1.0
640.1912062261024,238.51715077270177,1.0
573.0899100660821,309.8295932444322,1.0
621.3628292722673,271.5788155850136,1.0
645.8934321003101,244.97071901640768,1.0
638.4510823235671,253.26877736196988,1.0
631.2693317039867,244.73717185552164,1.0
637.7132499694877,226.8162629955405,1.0
630.208246948186,259.0720904906191,1.0
600.409936450425,255.91355141216945,1.0
650.3368647373472,259.39195035146366,1.0
592.9525643231663,287.2680029156913,1.0
622.3566629224129,297.8411793353522,1.0
598.7419295357272,226.768896264647,1.0
634.2479017561159,272.11760538783705,1.0
572.6733752787122,305.9277601446805,1.0
572.5530777151813,300.9103724026839,1.0
580.3480175814001,266.50730097155065,1.0
617.8740452557256,303.0137581462292,1.0
666.2247978083575,271.0781300032294,1.0
639.3766908898209,275.6419319883412,1.0
635.5402231506945,238.42863780950265,1.0
661.9020075936722,262.93595976168604,1.0
641.2718375913907,277.13644161597426,1.0
608.32477608111,266.7819855781165,1.0
601.4925278568124,250.33398060709425,1.0
623.267042465214,255.25264040033085,1.0
648.3806550199038,296.5021073668162,1.0
581.8874323437252,227.36498668739216,1.0
662.2328159829036,280.8786760792074,1.0
613.9442536968285,252.2167303726416,1.0
662.6190128209571,229.6220399772872,1.0
637.2572488311115,219.98942773447132,1.0
585.0424660094757,286.6328906511907,1.0
621.6600975648771,275.30241594822,1.0
613.547382564374,232.03639766201812,1.0
622.1540599039826,270.55630383002665,1.0
652.6568082729748,201.32880359556796,1.0
596.5691525867383,215.18799355116204,1.0
657.4719965794079,290.0555187842861,1.0
684.3364910016413,292.9256510330323,1.0
640.928490328476,294.53901438913846,1.0
587.7427969720168,262.6232882975704,1.0
636.1334674228074,269.95390871615894,1.0
683.3789233024567,283.56947453659654,1.0
616.3150306634479,272.717119968814,1.0
584.6106485652542,296.4686486214638,1.0
617.9532209580877,306.0535175046052,1.0
584.778647742044,227.76130836893395,1.0
647.639840139104,249.9599252449553,1.0
599.4663898552673,223.69197304397304,1.0
628.3192370094406,290.4913137313335,1.0
633.4300338351002,298.282963933175,1.0
588.0816888876844,265.1241568742936,1.0
610.3984053326233,249.88803898760128,1.0
665.9979848493622,281.77788022389564,1.0
604.4026193398624,222.50621865778797,1.0
666.8047415141845,309.8997427476689,1.0
643.3977428966928,306.1120041736499,1.0
611.1920938823467,254.0389946003501,1.0
599.8560467620382,258.67242804300315,1.0
576.1134265809009,229.9544574510433,1.0
606.6385167171427,316.8546701641605,1.0
611.8120747995174,303.2736519124064,1.0
640.3125290136545,256.99755730588544,1.0
631.1899804646727,223.0824998321786,1.0
671.3976171405724,254.24535635407733,1.0
654.7083875713153,262.8986340153234,1.0
648.0170359343653,270.2074685382828,1.0
611.353557236852,285.2484662538103,1.0
662.2342819606797,214.45344882509207,1.0
671.0233890612949,270.5636792328354,1.0
616.4623217747167,214.6918626766421,1.0
612.3858913267783,250.90362937010536,1.0
620.7756793922646,213.14168885589908,1.0
620.0243802594462,266.0989503540589,1.0
618.0101402834473,288.4163258037317,1.0
598.6130723157138,204.05528417332815,1.0
676.3423103896235,203.8669438544269,1.0
662.0159240810117,267.5192592501471,1.0
599.0482737556268,230.85287625104203,1.0
607.69383645784,239.4609932656498,1.0
672.1114381604593,244.7509807304704,1.0
604.8247072144698,215.5235020347729,1.0
688.82876779199,226.3220713770397,1.0
600.6425043891344,291.4250559475344,1.0
607.9604299297902,211.8103569388145,1.0
681.1611189021006,286.9054520492973,1.0
669.4491735359184,218.712537666238,1.0
621.8885035091009,251.8282469045301,1.0
669.7688570778033,263.0380760114701,1.0
631.8402798104311,277.8720342599668,1.0
624.5118210366454,251.9016386874149,1.0
675.712514293775,312.03829768161626,1.0
605.0272157981141,288.0082161142859,1.0
653.9482508059693,288.12137875323526,1.0
585.6600698692648,283.6636344110051,1.0
580.0806961101391,295.6945229103775,1.0
568.2878733288446,230.09370660032903,1.0
586.8720190548579,313.90525152206976,1.0
624.9774151175478,395.7559439235476,2.0
612.1353903839081,400.5265047725495,2.0
664.4501541692719,403.6348547151143,2.0
625.753279439926,437.6043530472099,2.0
589.2305082331414,393.5522980438438,2.0
612.7376317151175,392.42949854036,2.0
685.2654677266001,441.465061081051,2.0
594.67244570516,425.92074906866094,2.0
609.753633696482,350.6562943956095,2.0
655.5870025276358,429.1683719238704,2.0
593.0340592412231,413.8659761999169,2.0
668.9285816816993,427.40585402540216,2.0
614.1002346611076,435.2405114271223,2.0
642.4361490392591,405.6669337902537,2.0
644.1101878886703,445.4141967127508,2.0
663.5111359857488,426.71762428672577,2.0
634.4717411673704,414.3658884557506,2.0
618.745944636705,394.1578699441597,2.0
614.9027970883477,381.0612321510095,2.0
635.4577924732847,369.8457483706903,2.0
593.5047463259419,352.23417527378336,2.0
621.5628822314493,354.26464402055683,2.0
626.3136201880629,363.8104140015932,2.0
619.494957434498,394.8115002157083,2.0
635.5820979658037,355.2291639274118,2.0
649.808207769645,362.2641147105168,2.0
679.674729803626,425.54288584745126,2.0
643.9089098029692,368.9689892814988,2.0
674.6963373434797,396.9430520760921,2.0
672.1227153597343,423.14431798206425,2.0
637.7910428322131,385.4634124142134,2.0
667.8504112035002,417.2283933807014,2.0
656.2829371875441,406.0707812015716,2.0
613.0657720835603,446.8839859524076,2.0
674.8046434508007,361.0980949393348,2.0
665.3108915971216,363.7175930580554,2.0
622.0864673187401,431.0695182230171,2.0
638.1309419311417,383.9787301628484,2.0
618.8819346146829,408.0217502141687,2.0
599.6278074544109,439.9587322167656,2.0
627.8644531394006,414.69822973825234,2.0
687.6549617277889,431.8549694194094,2.0
630.6236052302947,388.0421678580153,2.0
602.9923325119167,414.326853767341,2.0
664.750053953247,361.54693524392593,2.0
615.5255474253172,377.3924861098316,2.0
617.7810311792862,370.92756353071474,2.0
608.7151347525761,376.0083080164412,2.0
640.0094555155464,445.5240288808504,2.0
600.1056462012756,372.8532046942012,2.0
667.8456988977241,372.721918008641,2.0
638.0439310240919,443.03525891683296,2.0
615.8943048114617,386.0394189777089,2.0
626.4576217560851,448.0060758571433,2.0
587.5278039048235,368.84449370594666,2.0
626.6693265504987,400.13284474354725,2.0
649.4972086926049,400.2612190092421,2.0
591.4878022260255,360.5529365179551,2.0
677.3134227582592,377.9707502322117,2.0
660.6639669093757,355.5466301173394,2.0
647.168116285918,447.3491491677272,2.0
613.7077277299196,386.6478639565824,2.0
605.7573577909433,415.2349417125688,2.0
675.9423504418758,405.33748263086335,2.0
672.2952516556094,403.5550165154358,2.0
663.6839111349624,385.01987421956886,2.0
616.0847979803478,396.7239191307982,2.0
609.4937713635856,389.0732221208338,2.0
608.3298722787578,417.1470583546042,2.0
619.9067432903701,423.4297744262108,2.0
698.5410826464473,424.8934822418643,2.0
685.1485011931014,365.4598100753972,2.0
681.374099848844,421.66794444084496,2.0
642.2258314895573,353.819232168596,2.0
680.0783371771469,367.6549600655017,2.0
666.9636767015023,386.1512443716271,2.0
614.9575215452987,372.5394922907661,2.0
685.3063097707962,367.8187043543144,2.0
604.1558155588616,428.7868139578644,2.0
692.6954998950254,355.1871191272936,2.0
603.8691864874535,395.7181645678493,2.0
609.2940967373265,400.6701039451122,2.0
641.3771886415162,425.8868458345963,2.0
674.7636824980406,380.2709745485764,2.0
648.2989179539843,380.4559210473953,2.0
609.6233040774247,380.3818637843768,2.0
667.6012648651937,467.2456175977924,2.0
601.7001861389294,435.6668125418098,2.0
685.8660334462098,403.7639244103388,2.0
618.9568663310881,416.08067699245066,2.0
651.7556829348711,389.6178564324466,2.0
638.6051825236976,389.3939884333433,2.0
597.7915589158728,389.87285029556864,2.0
658.8931289006201,405.1687223585386,2.0
669.092838946352,427.5941849637919,2.0
608.6352895301047,389.1964262946909,2.0
594.6998742929745,472.0393039381411,2.0
658.40167471536,469.2329126548925,2.0
631.4257131307913,412.62301141238265,2.0
687.6678857901837,326.53235835592585,2.0
617.2246352532707,304.8524914858867,2.0
498.8548471821615,458.911881924506,2.0
524.7050788789751,390.1775222290992,2.0
520.565977344638,444.1171162896361,2.0
641.3161045984783,365.2426893268236,1.0
683.9908382272752,359.9565757703096,1.0
638.9164712517987,323.5690964815621,1.0
542.00590149796,347.5270702974075,0.0
611.9646116036376,377.25497790508456,0.0
520.6541677341648,455.9964531556074,0.0
594.4793141866894,392.9014547086915,0.0
